context_id,question
1946930212875006898,در پاریس ارنست در کجا کار میکرد؟
1001169648266803754,پاپاراتزی به زبان ایتالیا چه طور نوشته میشود؟
1001169648266803754,پاپاراتزی بیشتر از چه کسایی عکس میگیرن؟
1001169648266803754,پاپاراتزی ها عکس هفراد مشهور را به کجا میفروشن؟
1001169648266803754,پاپاراتزی ها عکس های مورد نظرشون را کجا میگیرن؟
1001169648266803754,پاپاراتْزی ها چه طور سر موقع در مکانی حاضر میشن که افراد مشهور هم اونجا هستن؟
1001169648266803754,پاپاراتْزی ها مدل عکس هاشون چه جوریه؟
1001169648266803754,در سال ۲۰۰۵ یکی از پاپاراتزی‌ها چه ادعایی کرده؟
-6661139977822911311,علی بن ابی‌طالب در چه سالی به دنیا امدند؟
-6661139977822911311,علی بن ابی‌طالب  در چه سال میلادی به دنیا امدند؟
-6661139977822911311,علی بن ابی‌طالب در چه سالی درگذشتند؟
-6661139977822911311,پدر امام علی <ع> چه کسی بودند؟
-6661139977822911311,مادر امام علی<ع>چه کسی بودند؟
-6661139977822911311,همسر امام علی<ع>که بودند؟
-6661139977822911311,امام علی<ع>به چه لقبی مشهور است؟
-3300608315386528003,باشگاه فوتبال لیورپول برای کدام کشور است؟
-3300608315386528003,باشگاه فوتبال لیورپول چند بار لیگ قهرمانان اروپا را برده؟
-3300608315386528003,پرافتخارترین تیم انگلیس در اروپا کدام باشگاه است؟
-3300608315386528003,باشگاه فوتبال لیورپول در جام باشگاه های جهان چه افتخاراتی دارد؟
-3300608315386528003,باشگاه فوتبال لیورپول در داخل کشور انگلیس چه مقام هایی به دست اورده است؟
-3300608315386528003,باشگاه فوتبال لیورپول در چه تاریخی درست شد؟
-3300608315386528003,کدام مربی لیوپول را از دسته دو به یک اورد؟
-1177372878822952728,محمدبن حسن عسکری در چه سالی به دنیا امدند؟
-1177372878822952728,امام زمان<ع>چندمین امام هستند؟
-1177372878822952728,پدر امام زمان<ع>که بود؟
-1177372878822952728,القاب مشهور امام زمان<ع>چیستند؟
-1177372878822952728,امام زمان<ع>در چند سالگی به امامت رسیدند؟
-1177372878822952728, پس از درگذشت حسن عسکری، مهدی تنها ازچه طریقی با شیعیان درتماس بود؟
-1177372878822952728,غیبت کبری چیست؟
5161326087855748664,یورگن نوربرت کلوپ اهل کدام شهر است؟
5161326087855748664,شغل کلوپ چیه؟
5161326087855748664,کلوپ الان سرمربی کدوم تیمه؟
5161326087855748664,کلوب وقتی بازیکن بود چه افتخاری کسب کرد؟
5161326087855748664,کلوپ با دورتمند چه افتخاراتی داره؟
5161326087855748664,اولین قرارداد کلوپ با لیورپول چند ساله بود؟
5161326087855748664,لیورپول با چه نتیجه ای تاتنهام را در فینال اروپا برد؟
-8070656300477103108,پیارُم در کدام شهر کشت میشود؟
-8070656300477103108,چرا پیارُم صادر میشود؟
-8070656300477103108,رنگ پوست خرمای پیارم چه رنگیه؟
-8070656300477103108,خرمای پیارم چرا قیافش قشنگه؟
-8070656300477103108,بیشتر قند موجود در پیارم چه نوع قندیه؟
-8070656300477103108,چرا بعضی ها همیشه خرمای پیارم مصرف میکنند؟
-8070656300477103108,خرمای پیارم شامل چه مواد مغذی است؟
2077870472977248192,تافتون از چه نوع خمیری درست میشود؟
2077870472977248192,در پخت تافتون از چه نوع اردی استفاده میشود؟
2077870472977248192,در پخت تافتون به جز ارد از چه موادی استفاده میشود؟
2077870472977248192,تافتون بر روی چه سطحی پخته میشود؟
2077870472977248192,تافتون قدیما به درد چه کسانی میخورد؟
2077870472977248192,ضخامت نان تافتون چه اندازه است؟
2077870472977248192,وزن چونه تافتون چه قدره؟
-8647877575237084691,رودآیلند در کدام قسمت امریکا قرار دارد؟
-8647877575237084691,رودآیلند جزو کدام ایالت است؟
-8647877575237084691,رودآیلند از جنوب با کدام اقیانوس همسایه است؟
-8647877575237084691,مساحت ایالت رود ایلند چقدر است؟
-8647877575237084691,جمعیت ایالت رود ایلند چقدر است؟
-8647877575237084691,پایتخت رود ایلند کجاست؟
-8647877575237084691, ایالت رود آیلند در رتبه‌بندی سلامت و بهداشت عمومی کشور آمریکا در سال 2014  چه رتبه داشت؟
-8840394273649231857,پاتایا در کدام کشور قرار دارد؟
-8840394273649231857,پاتایا با بانکوک چه اندازه فاصله دارد؟
-8840394273649231857,سالانه پاتایا چقدر توریست دارد؟
-8840394273649231857,پاتایا چرا شهرت جهانی پیدا کرده است؟
-8840394273649231857,نام خیابان معروف پاتایا چیست؟
-8840394273649231857,پاتایا از کی یک جای تفریحی شد؟
-8840394273649231857, در دهه ۸۰ میلادی چرا شهر پاتایا به این اندازه پیشرفت کرد؟
-3189653934885637176,ویژگی های افراد دارای اسکیزوفرنی چیست؟
-3189653934885637176,چه نکته ا در افراد دارای اسکیزوفرنی جلب توجه میکند؟
-3189653934885637176,افراد دارای اسکیزوفرنی از اطرافیان چه توقعاتی دارند؟
-3189653934885637176,افراد دارای اسکیزوفرنی از چه چیزی لذت میبرند؟
-3189653934885637176,افراد دارای اسکیزوفرنی چرا نمیتوانند بگویند چه چیزهایی میشنوند؟
-3189653934885637176,کسانی که دچار اسکیزوفرنی اند، اغلب دارای چه مشکلاتی هستند؟
-3189653934885637176,علامت های اسکیزوفرنی از چه سنی شروع میشود؟
-631630257224908304,فصل تولید مثل بز به چه چیزی بستگی دارد؟
-631630257224908304,در مناطق گرمسیری استوایی بز در چه زمانی زاد و ولد میکند؟
-631630257224908304,در مناطق معتدل و سرد فصل بز در چه فصلی بچه به دنیا می اورد؟
-631630257224908304,عمر بز چند سال است؟
-631630257224908304,فصل تولید مثل بز در ایران چه موقع است؟
-631630257224908304,بزغاله چه زمانی میتواند حرکت کند؟
-631630257224908304,منشا بز اهلی کدام نژاد است؟
-4544683215326872643,پشه ببری اسم چه موجودی است؟
-4544683215326872643,پشه ببری چرا به این نام شهرت یافته است؟
-4544683215326872643,پشه ببری بومی کدام منطقه است؟
-4544683215326872643,چگونه پشه ببری  به انبوهی از کشورهای دارای شرایط مناسب میزبانی گسترش یافته است؟
-4544683215326872643,چرا پشه ببری یک افت است؟
-4544683215326872643,هدف از کنترل تکثیر پشه ببری چیست؟
-4544683215326872643,چه اقداماتتی برای پشه ببری صورت گرفته است؟
-6839305627578030070,به جز رانی چه کسی به اندازه او قهرمان مستر المپیا شده است؟
-6839305627578030070,رانی در کدام مسابقات به تنهایی رکورد دار است؟
-6839305627578030070,قبل از رانی چه کسی رکورد دار مسابقات بدنسازی بود؟
-6839305627578030070,رانی در کدام دبیرستان درس میخواند؟
-6839305627578030070,رانی در دانشگاه چه رشته ای خواند؟
-6839305627578030070,اولین شغل رانی بعد از دانشگاه چه بود؟
-6839305627578030070,صاحب  باشگاه مترفلکس چه کسی بود؟
5463322963488120266,علی بن موسی الرضا در چه سال قمری به دنیا امدند؟
5463322963488120266,علی بن موسی الرضا در چه سال میلادی به دنیا امدند؟
5463322963488120266,علی بن موسی الرضا در چه سال میلادی در گذشتند؟
5463322963488120266,علی بن موسی الرضا در چه سال قمری در گذشتند؟
5463322963488120266,علی بن موسی الرضا چندمین امام ما شیعیان هستند؟
5463322963488120266,زندگانی علی بن موسی الرضا همزمان با چه حکومتی بود؟
5463322963488120266,امامت علی بن موسی الرضا با چه خلیفه هایی بود؟
-4827264743669736068,هادی اهل کدام شهر است؟
-4827264743669736068,شغل برادر بزرگ چوپان چه بود؟
-4827264743669736068,چه کسی مشوق هادی برای اغاز بدنسازی شد؟
-4827264743669736068,هادی اولین مدال ملی خود را در چه سالی کسب کرد؟
-4827264743669736068,اولین مربی هادی چه کسی بود؟
-4827264743669736068,لغب هادی در دنیا چیه؟
-4827264743669736068,جایزه نفر سوم مستر المپیا چه اندازه است؟
-5737530907577366356,نام پدر فاطمه<س>چیست؟
-5737530907577366356,فاطمه<س>درچه سال قمری به دنیا امدند؟
-5737530907577366356,فاطمه<س>در چه سالی در گذشتند؟
-5737530907577366356,نام مادر فاطمه<س> چیست؟
-5737530907577366356,همسر فاطمه<س>کیست؟
-5737530907577366356,نام پسران فاطمه<س>چیست؟
-5737530907577366356,محمد<ص>چند سال در مکه تبلیغ دین اسلام را کرد؟
-960939526748397567,میزان گرانش سیاه چاله به چه اندازه اسیت؟
-960939526748397567,کدام نظریه وجود سیاه چاله را توصیف میکند؟
-960939526748397567,اگر یک جرم به اندازه کافی فشرده شده چه کاری میتواند انجام دهد؟
-960939526748397567,افق رویداد یعنی چه؟
-960939526748397567,دلیل وجود صفت سیاه در سیاه چاله چیست؟
-960939526748397567,نظریه میدانهای کوانتومی چه چیزی را پیش بینی میکند؟
-960939526748397567,چرا اندازه گیری دمای سیاه چاله سخت است؟
8198981560701987478,مداو تشکیل دهنده عرق انسان چیست؟
8198981560701987478,عرق از کجا ترشح میشود؟
8198981560701987478,در انسان اولین دلیل ترشح عرق چیست؟
8198981560701987478, اجزای عرق بدن مردان می‌تواند باعث چه اتفاقی شود؟
8198981560701987478,باور بیشتر مردم در مورد عرق کردن چیه؟
8198981560701987478,در چه دمایی غدد عرق فعال میشود؟
8198981560701987478,عرق کردن چه تاثیری بر باکتری ها میگذارد؟
-4700433283816169996,علی بن حسین به عربی چگونه نوشته می شود؟
-4700433283816169996,علي بن الحسين در چه سالی به دنیا امدند؟
-4700433283816169996,علي بن الحسين در چه سالی در گذشتند؟
-4700433283816169996,علی بن حسین معروف به چه نامی است؟
-4700433283816169996,مادرعلی بن حسین کیست؟
-4700433283816169996,علی بن حسین در چند سالگی از دنیا رفت؟
-4700433283816169996,سجاد در کربلا چند سال سن داشت؟
-7826549023966408787,پلنگ صورتی در چه ژانری ساخته شده است؟
-7826549023966408787,اولین قسمت پلنگ صورتی در چه سالی ساخته شد؟
-7826549023966408787,تمرکز سریال پلنگ صورتی بر روی کدام شخصیت ان است؟
-7826549023966408787,بیشتر فیلم های پلنگ صورتی را چه کسی ساخته است؟
-7826549023966408787, پلنگ صورتی چگونه ادامه پیدا کرد؟
-7826549023966408787,علت معروف شدن  پلنگ صورتی چیست؟
-7826549023966408787,اخرین سری فیلم  پلنگ صورتی در چه سالی ساخته شد؟
-5479152294502433261,کفتر بازی به چه چیزی مشهور است؟
-5479152294502433261,کفتربازی به کدام جنس از انسان مربوط میشود؟
-5479152294502433261,کفتربازی به چند شکل در ایران رواج دارد؟
-5479152294502433261, مدل شرط بندی در کفتر بازی چگونه است؟
-5479152294502433261,حکم گوشت کبوتر در اسلام چیست؟
-5479152294502433261,حکم نگهداری کفتر در اسلام چیست؟
-5479152294502433261,کفتر در کدام شهر ها وجود دارد؟
6660284432705858583,خروس چه نوع جانوری است؟
6660284432705858583,خروس چه صدایی دارد؟
6660284432705858583,خروس چند همسر دارد؟
6660284432705858583,خروس با خروس های دیگر چه نوع برخوردی میکند؟
6660284432705858583,در طول روز خروس چه کاری انجام میدهد؟
6660284432705858583,خروس اگر احساس خطر کند چه کاری انجام میدهد؟
6660284432705858583,انواع نژاد خروس را نام ببر؟
6065916047050749716,القاعده توسط چه کسی بنیانگذاری شده؟
6065916047050749716,القاعده در چه دوره ای به وجود امد؟
6065916047050749716,هدف از تشکیل القاعده چه بوده؟
6065916047050749716,اکثریّت اعضای شبکه القاعده پیرو چه مذهبی هستند؟
6065916047050749716,القاعده در کدام فهرست ناتو قرار دارد؟
6065916047050749716,سرانجام بنلادن چه شد؟
6065916047050749716,بعد از بن لادن کی رهبر القاعده شد؟
-3112623693120946532,سازمان سیا در چه محدوده ای فعالیت می کند؟
-3112623693120946532,سازمان سیا چه کاری انجام می دهد؟
-3112623693120946532,سازمان سیا اطلاعاتش را از چه منابعی جمع آوری می کند؟
-3112623693120946532,سازمان سیا اطلاعات را برای کی جمع آوری می کند؟
-3112623693120946532,سی آی ای مخفف چیست؟
-3112623693120946532,سی آی ای به دستور چه کسی می تواند عملیات مخفی در کشور های دیگر انجام دهد؟
-3112623693120946532,در چه صورت سیا از دستور رئیس جمهور آمریکا سرپیچی می کند؟
-9083127918686828621,رقبای اف بی آی در کشورهای دیگر چه کسانی هستند؟
-9083127918686828621,اف بی آی در کدام حوزه فعالیت می کند؟
-9083127918686828621,اف بی آی زیر نظر کدام ارگان فعالیت می کند؟
-9083127918686828621,اف بی آی چیست؟
-9083127918686828621,جایگاه اف بی آی در آمریکا چیست؟
-9083127918686828621,تفاوت اف بی آی با سیا در چیست؟
-9083127918686828621,کلمه اف بی آی به چه چیزی اشاره دارد؟
-3800151230033237593,اطراف بریتانیا توسط چه چیزی احاطه شده است؟
-3800151230033237593,نقش بریتانیا در سیاست چیست؟
-3800151230033237593,بریتانیا چیست؟
-3800151230033237593,بریتانیا کبیر شامل کدام کشورها می شود؟
-3800151230033237593,چه کسانی در انتخابات بریتانیا انتخاب می شوند؟
-3800151230033237593,بریتانیا در سازمان ملل از چه خقوقی برخوردار است؟
-3800151230033237593,حکومت بریتانیا چه نوع حکومتی است؟
-8413361371148256758,شورای امنیت ملی از چه نوع اعضایی تشکیل شده است؟
-8413361371148256758,کدام کشورها دارای حق وتو هستند؟
-8413361371148256758,چه زمانی رای وتو شده؟
-8413361371148256758,وتو یعنی چه؟
-8413361371148256758,کلمه وتو اولین بار در کجا استفاده شد؟
-8413361371148256758,کدام اعضای شورای امنیت سازمان ملل متحد حق وتو دارند؟
-8413361371148256758,مشهورترین حق وتو در حال حاضر چیست؟
-1288662592864325244,قلهک جز کدام منطقه تهران است؟
-1288662592864325244,همسایه های محل قلهک را نام ببرید؟
-1288662592864325244,چه چیزی درختان منطقه را سیراب میکند؟
-1288662592864325244,اسم مساجد قلهک چیست؟
-1288662592864325244,قلهک در روز عاشورا چه مراسمی دارد؟
-1288662592864325244,حمام قلهک چند سال پیش ساخته شد؟
-1288662592864325244,اب حمام قلهک چه طور گرم میشده است؟
-2406281664992168199,به گزارش بی بی سی جمعیت اخوندها نسبت به مردم چقدر است؟
-2406281664992168199,امار دانشجویان حوزه علمیه بانوان چقدر است؟
-2406281664992168199,چن زن روحانی برای حضور در فضای مجازی وجود دارند؟
-2406281664992168199,اعتقاد افراد مخالف روحانیون چیست؟
-2406281664992168199,بر اساس نظر مخالفین اگر روحانی در قدرت باشد چه اقداماتی انجام میدهد؟
-2406281664992168199,بر اساس نظر مخالفین اگر روحانی در حاشیه باشد چه کار میکند؟
-2406281664992168199, فارغ التحصیلان حوزه علمیه بانوان در سال 95 چند نفر بودند؟
-5591990528862866782,تبلت به انگلیسی؟
-5591990528862866782,یک تبلت دارای چیست؟
-5591990528862866782,در تبلت ها به حای صفحه دکمه ای از چه نوع صفحه ای استفاده می کنند؟
-5591990528862866782,تبلت ها چه نوع دوربین دارند؟
-5591990528862866782,تبلت ها چه قابلیت هایی دارند؟
-5591990528862866782,به جای استفاده از ماوس یا کیبورد در تبلت از چه چیزی استفاده می کنند؟
-5591990528862866782,تبلت های معرفی شده در چه سالی قابلیت بیشتری دارند؟
8975226421781349121,کاکائو در اصالت برای کدام منطقه است؟
8975226421781349121,قدمت کشت کاکائو چقدر است؟
8975226421781349121,چه چیزی نشان میدهد که مردم بومی منطقه‌ای که امروز در نزدیکی اکوادور کاکائو  را به عنوان غذا استفاده میکردند؟
8975226421781349121,نزدیک 1100 سال پیش از میلاد از کاکائو در کدام منطقه استفاده میشده؟
8975226421781349121,شکلات در کجا به عنوان کالای لوکس استفاده میشود؟
8975226421781349121,در امریکای مرکزی از دانه‌های کاکائو چه استفاده ای میکردند؟
8975226421781349121,در سده ۱۶ (میلادی) چه کسی در گسترش خوردن شکلات نقش داشت؟
-7027435869049957462,ویولن چه نوع سازی است؟
-7027435869049957462,کوچک‌ترین عضو سازهای زهی-آرشه‌ای کدام ساز است؟
-7027435869049957462,ویولن در ابتدا برای کدام کشور بود؟
-7027435869049957462,ویولن چگونه نواخته می شود؟
-7027435869049957462,معرف ترین نوازندگان ویولن چه کسانی هستند؟
-7027435869049957462,ویولن از چه سازی گرفته شده است؟
-7027435869049957462,ساز ویولن از گذشته تا الان چه تغیراتی کرده است؟
6850815033676955752,بدن ادم چه تعداد مو دارد؟
6850815033676955752,ترتیب داشتن بیشترین تعداد فولیکول‌ها در سر چه گونه است؟
6850815033676955752,موی سر ادم در ماه چه اندازه رشد می کند؟
6850815033676955752, شفت یا ساقه مو به کدام قسمت مو گفته میشود؟
6850815033676955752,  فولیکول مو چیست؟
6850815033676955752,مژه‌ها و ابروها چه کاربردی دارند؟
6850815033676955752,درمال پاپیلا چگونه تغذیه می شود؟
-4421938588043479084,از کلمه تاریخ چند معنی برداشت می شود؟
-4421938588043479084,به موضوع تاریخ چه گفته می شود؟
-4421938588043479084,منظور از تاریخ ۱ چیست؟
-4421938588043479084,رویداد ها در تاریخ چه معنی دارند؟
-4421938588043479084,تاریخ ۲ از چه نوع معرفتی است؟
-4421938588043479084,ویلیام هنری والش چه نظری در مورد تاریخ دارد؟
-4421938588043479084, هدف تاریخ علاوه بر اینکه معرفت به افراد انسان است دی گر چه چیزی است؟
5354286256334923503,داخل بادام چیست؟
5354286256334923503,شرایط مناسب برای رشد بادام کدامند؟
5354286256334923503,چرا کالیفرنیا برای پرورش بادام ایده‌آل است؟
5354286256334923503,چه خواصی در بادام از بیماری قلبی جلوگیری می‌کند؟
5354286256334923503,به چه دلیل نباید بادام تلخ را زیاد مصرف کرد؟
5354286256334923503,ارزش غذایی بادام برای بدن چیست؟
5354286256334923503,هسته بادام خودرو چه نام دارد؟
-5068102092135454606,در توسعه آلفاگو از کدام نوع الگوریتم ها استفاده شد؟
-5068102092135454606,آلفاگو چی بازی می کرد؟
-5068102092135454606,توسعه دهنده آلفاگو کیست؟
-5068102092135454606,آلفاگو نخستین بار چه کسی را شکست داد؟
-5068102092135454606,آلفاگو با چه امتیازی توانست لی سدل را شکست دهد؟
-5068102092135454606,آلفاگو پس از شکست لی سدل چه جایزه ای گرفت؟
-5068102092135454606,آلفاگو از کدام تکنیک استفاده می کرد؟
6407560716375949617,بلغارستان در کدام قسمت اروپا قرار دارد؟
6407560716375949617,پایتخت کشور بلغارستان کجاست؟
6407560716375949617,هرسال چقدر از جمعیت بلغارستان کم می شود؟
6407560716375949617,واحد پول بلغارستان چیست؟
6407560716375949617,مساحت بلغارستان چه اندازه است؟
6407560716375949617,بلغارستان چندمین کشور از لحاظ اندازه در اروپا است؟
6407560716375949617,بهترین صادرات کشور بلغارستان چیست؟
5286905710441981565,فیل چه نوع جانوری است؟
5286905710441981565,فیل بیشتر در کدام نواحی دیده میشود؟
5286905710441981565,فیل ها چند گونه دارند؟
5286905710441981565,فیل ها در گذشته چه گونه هایی داشتند؟
5286905710441981565,به جز اندازه چه چیزی فیل هارا از بقیه پستانداران متمایز میکند؟
5286905710441981565,فیل روزانه چه اندازه اب میخورد؟
5286905710441981565,عمر یک فیل حدود چند سال است؟
1690499244916622551,کیک چیست؟
1690499244916622551,کیک امروزی چه خصوصیاتی دارد؟
1690499244916622551,کیک امروزی در چه تاریخی به وجود امده است؟
1690499244916622551,مواد اصلی کیک کدامند؟
1690499244916622551,کیک ها چه طور تقسیم بندی میشوند؟
1690499244916622551,چه چیزی باعث ور امدن کیک ها میشود؟
1690499244916622551,چرا روی کیک را با مواد میپوشانند؟
-2185199514189192147,جمعیت پرتغال چه اندازه است؟
-2185199514189192147,واحد پول کشور پرتغال چیست؟
-2185199514189192147,پرتغال چه حکومتی دارد؟
-2185199514189192147,مردم در پرتغال چه دینی دارند؟
-2185199514189192147,پرتغال با کدام کشور شبه‌جزیره ایبری را تشکیل میدهد؟
-2185199514189192147,نام کلان شهر های پرتغال چیست؟
-2185199514189192147,در سده هشتم میلادی چه اتفاقی برای پرتغال افتاد؟
5475365028628773475,گربه وحشی با اهلی چه تفاوتی از لحاظ اندازه دارد؟
5475365028628773475,بدن گربه وحشی از لحاظ شکل چه گونه است؟
5475365028628773475,دم گربه ها وحشی چه ویژگی دارد؟
5475365028628773475,صورت گربه وحشی چه شکلی است؟
5475365028628773475,چنگال های گربه وحشی چه ویژگی دارد؟
5475365028628773475, گربه وحشی در شبانه روز چه گونه زندگی میکند؟
5475365028628773475,گربه وحشی چه نوع رژیم غذایی مصرف میکند؟
2547991086587297490,مرکز استان مرکزی کدام شهر است؟
2547991086587297490,استان مرکزی چه نقشی در کشور ایران دارد؟
2547991086587297490,در گذشته نام استان مرکزی چه بوده است؟
2547991086587297490,همسایه های شمالی استان مرکزی کدام شهر ها هستند؟
2547991086587297490,مساحت استان مرکزی چه درصدی از کل مساحت کشور ایران است؟
2547991086587297490,استان مرکزی چند ابادی دارد که مردم در ان زندگی نمیکنند؟
2547991086587297490,استان مرکزی در منطقه‌ای واقع شده‌است که در زمان‌های قدیم به ان چه گفته میشد؟
-7121160054296305190,هلیم به صورت غلط چگونه نوشته میشود؟
-7121160054296305190,مواد تشکیل دهنده هلیم چیست؟
-7121160054296305190,برای درست کردن هلیم گندم از چه موادی استفاده میشود؟
-7121160054296305190,چگونه می توان رنگ هلیم را  تغییر داد؟
-7121160054296305190,با چه موادی می شود هلیم را تزیین کرد؟
-7121160054296305190,هلیم پزها در گذشته چگونه حلیم می پختند؟
-7121160054296305190,چرا نام هلیم از ریشه کلمه حلم گرفته شده است؟
802658625040331297,شکل معده شبیه کدام یک از حبوبات است؟
802658625040331297,عملکرد معده در کدام مرحله از گوارش اغاز می شود؟
802658625040331297,معده از بالا و پایین به کدام اندام ها متصل است؟
802658625040331297,کدام مهره ها از معده حمایت می کنند؟
802658625040331297, چرا معده جزو غدد برون‌ریز ثانویه محسوب می شود؟
802658625040331297,غذا قبل از ورود به معده در کدام اندام قرار دارد؟
802658625040331297,کدام ویتامین در ابتدا به شکل پروتین است؟
-5593280834008690980,شغل مخترع خودکار چی بود؟
-5593280834008690980,خودکار چگونه کار میکند؟
-5593280834008690980,میدونی ساختار خودکار چطوریه؟
-5593280834008690980,جوهر خودکار چگونه ساخته شد؟
-5593280834008690980,معادل خودکار در زبان انگلیسی چیه؟
-5593280834008690980,لاسلو بیرو جوهر خودکار همراه چه کسی ساخت؟
-5593280834008690980,مخترع خودکار اهل چه کشوری است و در چه سالی خودکار را اختراع کرد؟
7684141619441268262,جنس درپنجره در ایران قدیم چه بود؟
7684141619441268262,چپیله چیه؟
7684141619441268262,معمارها با چه معماری درها را میساختند؟
7684141619441268262,قدیمی ترین در ایران در کدام شهر است؟
7684141619441268262,قدیمی ترین درها مربوط به چه زمانی بودند؟
7684141619441268262,چرا  درها مستطیل بودند؟
7684141619441268262,درها در معماری پارسی چگونه بودند؟
1762668491365546141,خدا یگانه است ینی چه؟
1762668491365546141,کتاب تنخ مربوط به مذهبی است؟
1762668491365546141,چرا برای خدا نمیتوان جنسیتی قائل شد؟
1762668491365546141,کدوم دسته از مذاهب برای خدا به معنای واقعی کلمه جنسیت قائل می‌شوند؟
1762668491365546141,کدام دسته از مذاهب معتقدند که خدا یگانه است؟
1762668491365546141,قیاس تلفیقی درباره جنسیت الهی چیست؟
1762668491365546141,مسیحیان درباره جنسیت خدا چه اعتقادی دارند؟
-5748720524392037573,یوسف به عربی چگونه نوشته می شود؟
-5748720524392037573,در کشو عربستان یه یوسف چه می گویند؟
-5748720524392037573,معنی اسم یوسف چیست؟
-5748720524392037573,ارامگاه یوسف در کجاست؟
-5748720524392037573,قران در ایه 7 سوره یوسف چه می گوید؟
-5748720524392037573,یوسف را چه شخصی به بردگی قبول کرد؟
-5748720524392037573,نام همسرپوتیفار چیست؟
2418405009604376244,موسی به عبری چگونه نوشته می شود؟
2418405009604376244,اکثر تاریخ دانان موسی را چگونه می دانند؟
2418405009604376244,موسی چندمین نسل ابراهیم است؟
2418405009604376244,موسی در چه خانواده ای زاده شد؟
2418405009604376244,موسی در چه کشوری زاده شد؟
2418405009604376244,نام مادر موسی چیست؟
2418405009604376244,نام برادر بزرگتر موسی چیست؟
2613602687099510422,بی تی اس به انگلیسی چگونه نوشته می شود؟
2613602687099510422,بی تی اس به کره ای چگونه نوشته می شود؟
2613602687099510422,بی تی اس گروه پسرانه چند نفره هست؟
2613602687099510422,تشکیل گروه بی تی اس از چه سالی اغاز شد؟
2613602687099510422,نام اعضای گروه بی تی اس چیست؟
2613602687099510422,بی تی اس برای اولین چه نوع ترانه هایی میخواندند؟
2613602687099510422,متن اهنگ های گروه بی تی اس در مورد چه موضوعاتی است؟
3203377308477341151,بلک‌پینک به کره ای چگونه نوشته می شود؟
3203377308477341151,خواننده های گروه بلک‌پینک چه جنسیتی دارند؟
3203377308477341151,نام خواننده های گروه  بلک‌پینک چیست؟
3203377308477341151, آلبوم تک‌آهنگ مربع اول شامل چه اهنگ هایی است؟
3203377308477341151,کار گروه بلک پینک چند ملیون نفر دانلودی داشته است؟
3203377308477341151,گروه بلک پینک چند بار فروش البوم هایشان بالا رفته است؟
3203377308477341151,دختران گروه بلک پینک در رده چندم هنرمند زن کره ای هستند؟
5216905217401330297,ارسطو از فلاسفه کجا بود؟
5216905217401330297,افلاطون چه لغبی به ارسطو داد؟
5216905217401330297,ارسطو در چه سنی وارد اکادمی علم شد؟
5216905217401330297,اسکندر چن سال شاگردی ارسطو را می کرد؟
5216905217401330297,ارسطو در چه زمینه هایی مطلب می نگاشت؟
5216905217401330297,وضعیت مالی خانواده ارسطو چه طور بود؟
5216905217401330297,اموزشگاه ارسطو چه نام داشت؟
-4498954955308331262,دستگاه عصبی مرکزی از چه قسمت هایی تشکیل شده است؟
-4498954955308331262,مادهٔ خاکستری عضو کدام قسمت از بدن است؟
-4498954955308331262, قسمت مرکزی و محیطی مغز از لحاظ کارایی چه فرقی با هم میککند؟
-4498954955308331262,مغز ادم با مغز حیوان چه تفاوتی دارد؟
-4498954955308331262,مرکز دستگاه عصبی انسان کجاست؟
-4498954955308331262,پیچیدگی مغز انسان بیشتر مربوط به کدام قسمت ان است؟
-4498954955308331262,چه قسمت هایی در بدن انسان از دستگاه عصبی مرکزی مراقبت میکنند؟
-1891660471154299271,در تانک از چه نوع لاستیکی استفاده میشود؟
-1891660471154299271,تانک معمولا چند تا اصلحه دارد؟
-1891660471154299271,زره تانک چه نقشی در تانک ایفا میکند؟
-1891660471154299271,اولین بار تانک در چه زمانی استفاده شد؟
-1891660471154299271,چرا اهمیت تانک ها کم شده است؟
-1891660471154299271,قبلا تقسیم بندی تانک ها چه گونه بود؟
-1891660471154299271,تانک های سبک چه کاربردی دارن؟
3857200597194633809,تونس در کدام منطقه جغرافیایی قرار دارد؟
3857200597194633809,واحد پول تونس چیست؟
3857200597194633809,مردم کشور تونس به چه زبانی صحبت میکنند؟
3857200597194633809,جمعیت شهر تونس چقدر است؟
3857200597194633809,اولین نشانه های زندگی بشر در تونس برای چه زمانی است؟
3857200597194633809,فینقی ها کدام شهر را بنا کردند؟
3857200597194633809,آشوریان در چه زمانی به فینقیه حمله کردند؟
-5457758687847880754,هان هیو جو در چه سال میلادی به دنیا امده است؟
-5457758687847880754,هان هیو جو در چه شهری متولد شد؟
-5457758687847880754,هان هیو جو با بازی در چه فیلمی طرفداران زیادی پیدا کرد؟
-5457758687847880754,مادر هان هیو جو قبل از اینکه یک بازرس مدارس دولتی شود چه کاره بود؟
-5457758687847880754,پدر هان هیو جو چه کاره بود؟
-5457758687847880754,هان هیو جو در چه سالی به سِئول نقل مکان کرد؟
-5457758687847880754,هان هیو جو در چه دانشگاهی درس می خواند؟
4168640412615318127,کرفس تل چه اندازه میتواند رشد کند؟
4168640412615318127,چه مواد معدنی در کرفس وجود دارد؟
4168640412615318127,کدام ویتامین ها در کرفس هستند؟
4168640412615318127,مصرف کرفس همراه با لیمو ترش چه خاصیتی دارد؟
4168640412615318127,در ایران کرفس کوهی در کجاها پیدا می شود؟
4168640412615318127,اب کرفس چه خاصیتی دارد؟
4168640412615318127,اب کرفس برا بهبود چه بیماری هایی خوب است؟
